event_id,dept_id,risk_type,severity,date
9965,104,System Downtime,Medium,2024-04-16
9966,102,Compliance Breach,Low,2024-09-02
9967,101,Fraud Alert,High,2024-10-26
9968,101,System Downtime,High,2024-09-29
9969,103,Process Failure,Critical,2024-09-29
9970,105,Fraud Alert,Low,2024-04-04
9971,103,Compliance Breach,Critical,2024-04-22
9972,103,Process Failure,High,2024-04-12
9973,105,Compliance Breach,Critical,2024-10-01
9974,101,Fraud Alert,Low,2024-10-02
9975,104,Fraud Alert,Critical,2024-01-20
9976,105,Compliance Breach,High,2024-03-11
9977,105,Process Failure,Medium,2024-10-04
9978,105,Fraud Alert,Low,2024-04-01
9979,102,Fraud Alert,Low,2024-10-06
9980,101,System Downtime,Critical,2024-11-09
9981,105,Process Failure,Low,2024-09-28
9982,101,Fraud Alert,Low,2024-05-08
9983,101,Fraud Alert,Medium,2024-10-12
9984,101,Fraud Alert,Medium,2024-11-19
9985,103,Compliance Breach,Low,2024-10-29
9986,104,Fraud Alert,Critical,2024-11-17
9987,103,Process Failure,Low,2024-05-03
9988,103,Process Failure,Critical,2024-10-27
9989,105,Compliance Breach,Medium,2024-02-29
9990,104,Fraud Alert,Medium,2024-09-08
9991,101,Process Failure,Critical,2024-01-16
9992,102,Process Failure,Critical,2024-08-19
9993,104,System Downtime,Low,2024-07-05
9994,101,Process Failure,Medium,2024-02-17
9995,105,Fraud Alert,High,2024-03-21
9996,105,System Downtime,Medium,2024-04-26
9997,102,Fraud Alert,High,2024-07-01
9998,102,Fraud Alert,Critical,2024-11-29
9999,105,System Downtime,Low,2024-10-22
10000,102,System Downtime,High,2024-05-21
10001,101,Compliance Breach,High,2024-07-29
10002,103,Compliance Breach,High,2024-04-16
10003,101,Compliance Breach,Medium,2024-05-18
10004,105,System Downtime,Critical,2024-09-18
10005,101,Compliance Breach,Critical,2024-08-30
10006,104,System Downtime,Low,2024-03-19
10007,104,Process Failure,Low,2024-07-30
10008,101,System Downtime,Low,2024-02-11
10009,105,System Downtime,Medium,2024-04-13
10010,101,Compliance Breach,Low,2024-05-02
10011,104,System Downtime,Medium,2024-12-31
10012,102,Fraud Alert,High,2024-11-16
10013,101,Fraud Alert,Medium,2024-11-05
10014,102,Compliance Breach,High,2024-05-28
10015,105,Compliance Breach,Medium,2024-11-04
10016,104,Compliance Breach,Low,2024-08-06
10017,104,System Downtime,High,2024-05-18
10018,101,Process Failure,Medium,2024-05-03
10019,104,Process Failure,Medium,2024-02-18
10020,102,Compliance Breach,High,2024-09-28
10021,103,System Downtime,Critical,2024-03-12
10022,103,Fraud Alert,Critical,2024-08-05
10023,105,System Downtime,Medium,2024-06-22
10024,101,System Downtime,Critical,2024-12-26
10025,105,Fraud Alert,Low,2024-05-07
10026,105,Process Failure,High,2024-11-01
10027,102,Process Failure,High,2024-09-25
10028,101,System Downtime,Low,2024-08-27
10029,102,Compliance Breach,Medium,2024-04-25
10030,105,Fraud Alert,Low,2024-07-07
10031,103,Compliance Breach,Critical,2024-06-07
10032,101,System Downtime,Low,2024-03-29
10033,104,Compliance Breach,Medium,2024-04-28
10034,104,Fraud Alert,Low,2024-12-22
10035,103,Fraud Alert,Critical,2024-05-28
10036,102,Process Failure,Low,2024-09-12
10037,105,Fraud Alert,Medium,2024-09-07
10038,104,Process Failure,Low,2024-06-28
10039,103,Compliance Breach,Medium,2024-07-17
10040,102,Compliance Breach,Medium,2024-11-04
10041,104,System Downtime,High,2024-09-20
10042,101,Fraud Alert,Medium,2024-12-18
10043,103,System Downtime,Critical,2024-06-09
10044,104,Compliance Breach,High,2024-08-18
10045,102,System Downtime,Low,2024-12-08
10046,103,Compliance Breach,High,2024-07-15
10047,102,Process Failure,Critical,2024-08-19
10048,101,Compliance Breach,High,2024-03-18
10049,101,Compliance Breach,Low,2024-07-08
10050,101,Fraud Alert,Medium,2024-07-09
10051,103,Process Failure,High,2024-02-18
10052,101,Fraud Alert,High,2024-10-07
10053,102,Fraud Alert,Medium,2024-12-02
10054,105,Fraud Alert,Low,2024-07-02
10055,104,System Downtime,High,2024-01-26
10056,105,Fraud Alert,Low,2024-03-23
10057,103,Process Failure,Low,2024-04-04
10058,102,Compliance Breach,Low,2024-03-09
10059,103,Process Failure,Critical,2024-05-10
10060,104,Compliance Breach,Medium,2024-10-10
10061,104,System Downtime,Medium,2024-04-19
10062,102,Fraud Alert,Low,2024-08-02
10063,101,Compliance Breach,High,2024-05-17
10064,101,Fraud Alert,Medium,2024-01-18
10065,101,Process Failure,Medium,2024-11-08
10066,102,Compliance Breach,Critical,2024-08-24
10067,103,Process Failure,Medium,2024-07-21
10068,102,Process Failure,Low,2024-09-19
10069,103,System Downtime,Medium,2024-10-22
10070,102,Process Failure,Critical,2024-09-29
10071,104,Fraud Alert,Low,2024-01-25
10072,105,Compliance Breach,Medium,2024-08-26
10073,101,Fraud Alert,High,2024-06-05
10074,104,Fraud Alert,High,2024-04-12
10075,105,System Downtime,Critical,2024-04-12
10076,102,System Downtime,Medium,2024-04-03
10077,102,Process Failure,Critical,2024-03-28
10078,104,System Downtime,High,2024-01-06
10079,104,Process Failure,Low,2024-08-04
10080,105,System Downtime,Critical,2024-02-12
10081,101,System Downtime,Low,2024-12-25
10082,103,Fraud Alert,Low,2024-03-11
10083,104,Process Failure,Medium,2024-01-18
10084,102,Compliance Breach,Critical,2024-05-03
10085,104,System Downtime,High,2024-11-20
10086,101,Compliance Breach,Critical,2024-02-28
10087,102,Process Failure,Low,2024-10-20
10088,102,System Downtime,Medium,2024-09-05
10089,101,Compliance Breach,High,2024-03-04
10090,105,Fraud Alert,High,2024-01-04
10091,104,System Downtime,Critical,2024-07-13
10092,105,Compliance Breach,High,2024-01-26
10093,104,System Downtime,Critical,2024-09-22
10094,102,Process Failure,Medium,2024-12-31
10095,101,Fraud Alert,Medium,2024-10-26
10096,104,Compliance Breach,High,2024-08-11
10097,102,System Downtime,Critical,2024-07-09
10098,101,Compliance Breach,Low,2024-08-27
10099,103,Compliance Breach,Critical,2024-05-28
10100,105,Compliance Breach,Critical,2024-01-16
10101,101,System Downtime,Medium,2024-04-21
10102,103,Compliance Breach,Low,2024-04-01
10103,103,Process Failure,Critical,2024-07-10
10104,103,Fraud Alert,High,2024-02-22
10105,101,System Downtime,Medium,2024-10-15
10106,105,Compliance Breach,High,2024-03-06
10107,103,Fraud Alert,Medium,2024-01-30
10108,105,Process Failure,Medium,2024-08-08
10109,102,Process Failure,Low,2024-04-28
10110,103,Process Failure,Low,2024-05-03
10111,103,Fraud Alert,Low,2024-10-29
10112,103,Compliance Breach,Medium,2024-10-20
10113,105,Process Failure,High,2024-01-20
10114,102,Process Failure,Low,2024-03-09
10115,104,System Downtime,High,2024-09-20
10116,102,Compliance Breach,Medium,2024-04-26
10117,104,System Downtime,Low,2024-09-18
10118,104,Compliance Breach,Medium,2024-03-06
10119,101,Process Failure,High,2024-04-30
10120,104,System Downtime,Critical,2024-03-10
10121,101,Compliance Breach,Critical,2024-09-10
10122,102,Fraud Alert,Critical,2024-09-18
10123,104,Compliance Breach,High,2024-09-01
10124,101,Process Failure,High,2024-09-10
10125,103,Fraud Alert,Critical,2024-12-11
10126,104,System Downtime,Low,2024-06-19
10127,101,Process Failure,Low,2024-03-09
10128,103,Fraud Alert,Medium,2024-09-30
10129,101,System Downtime,Critical,2024-03-18
10130,105,System Downtime,Medium,2024-06-08
10131,103,System Downtime,Critical,2024-06-20
10132,103,Compliance Breach,High,2024-10-25
10133,103,Compliance Breach,High,2024-11-05
10134,102,Fraud Alert,Low,2024-04-08
10135,101,System Downtime,Low,2024-04-13
10136,101,Process Failure,Critical,2024-05-05
10137,102,Fraud Alert,Critical,2024-09-30
10138,103,Process Failure,High,2024-03-02
10139,102,Compliance Breach,Low,2024-06-06
10140,103,System Downtime,Medium,2024-09-29
10141,104,Fraud Alert,Medium,2024-04-09
10142,101,Process Failure,Low,2024-05-22
10143,105,System Downtime,Low,2024-03-10
10144,104,Process Failure,Low,2024-11-14
10145,103,Fraud Alert,Low,2024-03-30
10146,103,System Downtime,Critical,2024-08-31
10147,105,System Downtime,Low,2024-10-31
10148,105,System Downtime,Critical,2024-10-09
10149,101,Fraud Alert,Low,2024-09-01
10150,102,System Downtime,Low,2024-01-24
10151,105,Fraud Alert,Low,2024-09-30
10152,105,Compliance Breach,Low,2024-01-30
10153,102,System Downtime,Low,2024-02-24
10154,103,Compliance Breach,High,2024-06-13
10155,101,Fraud Alert,Critical,2024-04-09
10156,104,Fraud Alert,Critical,2024-07-16
10157,102,Process Failure,Low,2024-08-02
10158,101,Fraud Alert,Critical,2024-04-06
10159,103,Fraud Alert,Critical,2024-09-03
10160,104,Fraud Alert,High,2024-05-06
10161,105,Compliance Breach,High,2024-01-31
10162,103,System Downtime,Low,2024-12-22
10163,103,Process Failure,Low,2024-12-08
10164,102,System Downtime,High,2024-02-20
10165,103,Fraud Alert,Critical,2024-04-04
10166,101,Process Failure,Medium,2024-08-21
10167,103,Fraud Alert,Critical,2024-07-19
10168,102,System Downtime,Critical,2024-04-28
10169,103,Fraud Alert,Low,2024-12-17
10170,102,System Downtime,High,2024-01-03
10171,105,System Downtime,Critical,2024-01-20
10172,104,System Downtime,Critical,2024-04-19
10173,103,Fraud Alert,Medium,2024-12-19
10174,101,Fraud Alert,Low,2024-01-05
10175,102,Compliance Breach,High,2024-06-07
10176,101,Fraud Alert,High,2024-12-08
10177,101,Compliance Breach,Medium,2024-12-13
10178,105,Compliance Breach,High,2024-09-15
10179,105,Process Failure,Low,2024-12-26
10180,103,Compliance Breach,High,2024-06-15
10181,102,Compliance Breach,Critical,2024-11-14
10182,103,Fraud Alert,Critical,2024-12-31
10183,102,Process Failure,Medium,2024-10-01
10184,105,System Downtime,High,2024-09-08
10185,103,Fraud Alert,Low,2024-10-31
10186,105,Compliance Breach,Critical,2024-06-29
10187,103,Fraud Alert,Low,2024-05-07
10188,104,Compliance Breach,Low,2024-06-22
10189,102,Fraud Alert,Medium,2024-05-19
10190,101,Fraud Alert,Medium,2024-12-13
10191,101,System Downtime,Critical,2024-02-21
10192,104,System Downtime,Critical,2024-01-20
10193,103,System Downtime,Low,2024-11-17
10194,103,Compliance Breach,High,2024-06-06
10195,101,Process Failure,Medium,2024-05-01
10196,102,Compliance Breach,Low,2024-08-11
10197,104,System Downtime,Medium,2024-07-20
10198,101,Process Failure,High,2024-03-27
10199,103,Compliance Breach,High,2024-07-05
10200,105,System Downtime,Medium,2024-02-19
10201,101,System Downtime,Critical,2024-07-29
10202,104,Compliance Breach,Critical,2024-10-21
10203,104,System Downtime,High,2024-11-21
10204,102,Compliance Breach,Low,2024-08-24
10205,104,Compliance Breach,Low,2024-08-11
10206,102,Compliance Breach,Medium,2024-03-31
10207,102,Process Failure,Low,2024-12-02
10208,105,Compliance Breach,Medium,2024-03-31
10209,103,Fraud Alert,Medium,2024-05-19
10210,104,Compliance Breach,Critical,2024-02-29
10211,104,Fraud Alert,Low,2024-03-09
10212,105,Process Failure,High,2024-07-24
10213,103,Compliance Breach,Medium,2024-07-25
10214,104,Process Failure,Low,2024-05-06
10215,104,Process Failure,Medium,2024-05-03
10216,104,Process Failure,Medium,2024-03-29
10217,102,Compliance Breach,High,2024-02-19
10218,103,System Downtime,Low,2024-02-08
10219,101,Fraud Alert,Medium,2024-12-08
10220,104,Compliance Breach,Medium,2024-07-04
10221,102,Fraud Alert,Critical,2024-02-16
10222,101,Fraud Alert,Critical,2024-10-21
10223,104,Fraud Alert,High,2024-07-30
10224,103,System Downtime,Critical,2024-06-22
10225,104,Compliance Breach,Critical,2024-02-07
10226,101,System Downtime,Critical,2024-01-26
10227,105,System Downtime,Medium,2024-07-25
10228,101,Fraud Alert,Medium,2024-04-29
10229,101,Compliance Breach,Low,2024-12-10
10230,101,System Downtime,Low,2024-07-02
10231,101,Compliance Breach,High,2024-06-17
10232,102,Compliance Breach,Medium,2024-02-24
10233,102,Process Failure,High,2024-04-12
10234,104,Fraud Alert,Medium,2024-03-06
10235,101,Compliance Breach,High,2024-12-27
10236,105,System Downtime,Low,2024-03-27
10237,103,Compliance Breach,Critical,2024-08-20
10238,101,Compliance Breach,Low,2024-01-24
10239,104,Compliance Breach,Critical,2024-03-26
10240,101,Compliance Breach,Critical,2024-06-26
10241,102,System Downtime,Critical,2024-03-23
10242,102,Fraud Alert,Low,2024-04-26
10243,102,Compliance Breach,Low,2024-01-17
10244,102,Compliance Breach,Medium,2024-04-04
10245,102,System Downtime,Medium,2024-02-14
10246,104,System Downtime,Low,2024-12-03
10247,104,Compliance Breach,High,2024-03-06
10248,105,System Downtime,Medium,2024-08-07
10249,103,Fraud Alert,Critical,2024-12-19
10250,103,Process Failure,High,2024-05-02
10251,104,Compliance Breach,Low,2024-02-18
10252,105,Compliance Breach,Medium,2024-06-21
10253,105,Compliance Breach,Critical,2024-02-22
10254,103,Fraud Alert,Medium,2024-06-08
10255,101,Process Failure,Low,2024-10-21
10256,102,Compliance Breach,Low,2024-01-02
10257,105,Fraud Alert,Medium,2024-01-16
10258,102,Compliance Breach,Critical,2024-03-10
10259,104,System Downtime,Critical,2024-06-11
10260,104,Fraud Alert,Medium,2024-08-18
10261,105,Process Failure,Medium,2024-03-03
10262,103,Fraud Alert,Critical,2024-02-24
10263,101,Fraud Alert,Low,2024-05-20
10264,105,System Downtime,Low,2024-07-07
10265,105,Fraud Alert,Low,2024-10-19
10266,101,Process Failure,Medium,2024-09-09
10267,103,Fraud Alert,Medium,2024-04-05
10268,104,Compliance Breach,Critical,2024-02-08
10269,104,Fraud Alert,Medium,2024-12-18
10270,103,System Downtime,Critical,2024-05-07
10271,104,Fraud Alert,High,2024-10-14
10272,103,System Downtime,Low,2024-04-22
10273,103,System Downtime,High,2024-10-04
10274,104,Compliance Breach,High,2024-03-14
10275,102,Fraud Alert,Critical,2024-11-14
10276,103,Fraud Alert,Critical,2024-09-02
10277,104,Process Failure,Critical,2024-07-14
10278,105,Compliance Breach,Medium,2024-10-13
10279,104,Fraud Alert,Low,2024-10-02
10280,103,Fraud Alert,Critical,2024-04-03
10281,105,Fraud Alert,Low,2024-12-08
10282,102,Process Failure,Medium,2024-06-07
10283,101,Process Failure,Critical,2024-11-25
10284,105,System Downtime,High,2024-09-10
10285,103,Process Failure,Medium,2024-10-22
10286,101,Fraud Alert,Medium,2024-06-01
10287,101,Process Failure,Medium,2024-12-02
10288,105,Compliance Breach,Critical,2024-05-05
10289,105,Compliance Breach,Low,2024-07-17
10290,103,System Downtime,Medium,2024-02-08
10291,101,Compliance Breach,Low,2024-10-29
10292,104,Process Failure,Medium,2024-07-30
10293,103,System Downtime,Critical,2024-03-03
10294,101,System Downtime,Low,2024-05-15
10295,102,System Downtime,Medium,2024-04-05
10296,104,System Downtime,Medium,2024-04-21
10297,101,Fraud Alert,Critical,2024-07-18
10298,105,Process Failure,Medium,2024-05-17
10299,104,Process Failure,Medium,2024-11-01
10300,105,Fraud Alert,Critical,2024-05-06
10301,101,Compliance Breach,Low,2024-05-04
10302,103,Process Failure,Medium,2024-01-03
10303,103,Compliance Breach,Low,2024-04-03
10304,103,Process Failure,Critical,2024-05-21
10305,105,Process Failure,Low,2024-01-18
10306,101,System Downtime,High,2024-04-25
10307,105,System Downtime,Medium,2024-02-20
10308,101,System Downtime,Low,2024-01-04
10309,101,System Downtime,Medium,2024-08-03
10310,105,System Downtime,High,2024-06-14
10311,101,System Downtime,Critical,2024-03-28
10312,105,Process Failure,Low,2024-09-29
10313,102,Fraud Alert,Low,2024-05-15
10314,102,Compliance Breach,High,2024-10-22
10315,102,Compliance Breach,Critical,2024-11-09
10316,105,Fraud Alert,Critical,2024-01-16
10317,104,Process Failure,High,2024-04-12
10318,105,System Downtime,High,2024-11-13
10319,104,Process Failure,High,2024-11-11
10320,102,Process Failure,High,2024-06-03
10321,103,Process Failure,Medium,2024-08-21
10322,101,Fraud Alert,Low,2024-08-18
10323,101,System Downtime,Critical,2024-11-23
10324,105,Fraud Alert,Medium,2024-06-08
10325,105,Compliance Breach,Low,2024-05-31
10326,101,Fraud Alert,Medium,2024-02-28
10327,104,Compliance Breach,Low,2024-06-15
10328,104,Compliance Breach,Critical,2024-04-21
10329,104,Compliance Breach,Low,2024-10-05
10330,104,Compliance Breach,Medium,2024-05-19
10331,103,System Downtime,High,2024-05-23
10332,103,Fraud Alert,Low,2024-11-03
10333,102,System Downtime,High,2024-02-07
10334,101,Compliance Breach,Critical,2024-04-01
10335,105,Fraud Alert,High,2024-08-02
10336,101,Compliance Breach,Low,2024-04-30
10337,104,Fraud Alert,Critical,2024-08-16
10338,102,Compliance Breach,Medium,2024-08-29
10339,103,Fraud Alert,Low,2024-09-11
10340,102,Fraud Alert,High,2024-07-28
10341,104,Compliance Breach,Medium,2024-06-03
10342,102,System Downtime,Medium,2024-11-16
10343,104,Compliance Breach,Low,2024-06-25
10344,104,System Downtime,Critical,2024-12-15
10345,105,System Downtime,Critical,2024-05-19
10346,105,Fraud Alert,Medium,2024-09-09
10347,101,System Downtime,Medium,2024-07-20
10348,101,Compliance Breach,Medium,2024-12-04
10349,102,System Downtime,Critical,2024-08-23
10350,102,System Downtime,Critical,2024-03-23
10351,104,Compliance Breach,Critical,2024-04-08
10352,104,System Downtime,Critical,2024-10-10
10353,104,Compliance Breach,Low,2024-10-24
10354,103,Compliance Breach,Medium,2024-05-06
10355,104,Process Failure,High,2024-10-03
10356,105,System Downtime,Medium,2024-10-11
10357,101,Fraud Alert,High,2024-09-20
10358,103,Process Failure,Critical,2024-11-14
10359,103,Fraud Alert,Medium,2024-05-01
10360,104,Fraud Alert,Medium,2024-01-14
10361,105,Process Failure,Medium,2024-03-05
10362,104,System Downtime,Low,2024-03-20
10363,104,Compliance Breach,Low,2024-06-14
10364,105,Process Failure,High,2024-05-29
10365,102,Process Failure,High,2024-08-09
10366,103,Process Failure,Low,2024-10-15
10367,104,Fraud Alert,Critical,2024-07-12
10368,102,System Downtime,Medium,2024-05-09
10369,104,Process Failure,Low,2024-01-24
10370,101,System Downtime,High,2024-10-31
10371,102,Process Failure,Medium,2024-12-02
10372,103,Process Failure,Low,2024-10-23
10373,101,Fraud Alert,Medium,2024-05-14
10374,105,Process Failure,High,2024-08-13
10375,104,Fraud Alert,Low,2024-05-29
10376,101,Fraud Alert,Low,2024-12-12
10377,101,System Downtime,Low,2024-06-04
10378,103,Fraud Alert,High,2024-08-06
10379,101,Fraud Alert,Low,2024-06-22
10380,101,Fraud Alert,Low,2024-06-10
10381,102,System Downtime,Medium,2024-10-28
10382,103,Fraud Alert,Critical,2024-12-17
10383,102,Compliance Breach,Critical,2024-11-22
10384,102,Process Failure,High,2024-10-06
10385,102,Compliance Breach,Low,2024-05-18
10386,104,Process Failure,Medium,2024-01-18
10387,101,Fraud Alert,Medium,2024-09-14
10388,102,Process Failure,Low,2024-08-07
10389,103,Fraud Alert,Low,2024-01-31
10390,105,System Downtime,Medium,2024-05-13
10391,103,System Downtime,Low,2024-03-09
10392,102,System Downtime,Low,2024-02-16
10393,104,System Downtime,Medium,2024-08-19
10394,103,Process Failure,Critical,2024-08-19
10395,104,Compliance Breach,Low,2024-06-25
10396,105,Process Failure,Critical,2024-10-19
10397,104,Fraud Alert,Low,2024-11-30
10398,105,Fraud Alert,High,2024-06-08
10399,105,Compliance Breach,High,2024-11-15
10400,103,Process Failure,Low,2024-10-13
10401,105,Compliance Breach,Critical,2024-12-16
10402,103,Process Failure,High,2024-10-05
